"Notes"	"County"	"id"	"Month"	"Month Code"	daily_max_air_temp_f
	"Plaquemines Parish, LA"	"22075"	"Jun"	"6"	84.51
	"Plaquemines Parish, LA"	"22075"	"Jul"	"7"	86.55
	"Plaquemines Parish, LA"	"22075"	"Aug"	"8"	86.57
	"Plaquemines Parish, LA"	"22075"	"Sep"	"9"	83.86
	"Plaquemines Parish, LA"	"22075"	"Oct"	"10"	77.73
	"Plaquemines Parish, LA"	"22075"	"Nov"	"11"	71.16
	"Plaquemines Parish, LA"	"22075"	"Dec"	"12"	65.41
"Total"	"Plaquemines Parish, LA"	"22075"			75.45
	"Pointe Coupee Parish, LA"	"22077"	"Jan"	"1"	60.11
	"Pointe Coupee Parish, LA"	"22077"	"Feb"	"2"	63.85
	"Pointe Coupee Parish, LA"	"22077"	"Mar"	"3"	71.24
	"Pointe Coupee Parish, LA"	"22077"	"Apr"	"4"	78.07
	"Pointe Coupee Parish, LA"	"22077"	"May"	"5"	84.49
	"Pointe Coupee Parish, LA"	"22077"	"Jun"	"6"	88.82
	"Pointe Coupee Parish, LA"	"22077"	"Jul"	"7"	90.41
	"Pointe Coupee Parish, LA"	"22077"	"Aug"	"8"	90.70
	"Pointe Coupee Parish, LA"	"22077"	"Sep"	"9"	87.09
	"Pointe Coupee Parish, LA"	"22077"	"Oct"	"10"	80.14
	"Pointe Coupee Parish, LA"	"22077"	"Nov"	"11"	70.91
	"Pointe Coupee Parish, LA"	"22077"	"Dec"	"12"	62.58
"Total"	"Pointe Coupee Parish, LA"	"22077"			77.43
	"Rapides Parish, LA"	"22079"	"Jan"	"1"	58.76
	"Rapides Parish, LA"	"22079"	"Feb"	"2"	62.59
	"Rapides Parish, LA"	"22079"	"Mar"	"3"	70.11
	"Rapides Parish, LA"	"22079"	"Apr"	"4"	77.24
	"Rapides Parish, LA"	"22079"	"May"	"5"	84.11
	"Rapides Parish, LA"	"22079"	"Jun"	"6"	88.89
	"Rapides Parish, LA"	"22079"	"Jul"	"7"	90.96
	"Rapides Parish, LA"	"22079"	"Aug"	"8"	91.51
	"Rapides Parish, LA"	"22079"	"Sep"	"9"	87.32
	"Rapides Parish, LA"	"22079"	"Oct"	"10"	79.52
	"Rapides Parish, LA"	"22079"	"Nov"	"11"	69.79
	"Rapides Parish, LA"	"22079"	"Dec"	"12"	60.97
"Total"	"Rapides Parish, LA"	"22079"			76.88
	"Red River Parish, LA"	"22081"	"Jan"	"1"	57.46
	"Red River Parish, LA"	"22081"	"Feb"	"2"	61.62
	"Red River Parish, LA"	"22081"	"Mar"	"3"	69.62
	"Red River Parish, LA"	"22081"	"Apr"	"4"	77.36
	"Red River Parish, LA"	"22081"	"May"	"5"	83.84
	"Red River Parish, LA"	"22081"	"Jun"	"6"	89.37
	"Red River Parish, LA"	"22081"	"Jul"	"7"	92.50
	"Red River Parish, LA"	"22081"	"Aug"	"8"	93.13
	"Red River Parish, LA"	"22081"	"Sep"	"9"	88.03
	"Red River Parish, LA"	"22081"	"Oct"	"10"	79.83
	"Red River Parish, LA"	"22081"	"Nov"	"11"	69.11
	"Red River Parish, LA"	"22081"	"Dec"	"12"	59.62
"Total"	"Red River Parish, LA"	"22081"			76.86
	"Richland Parish, LA"	"22083"	"Jan"	"1"	55.65
	"Richland Parish, LA"	"22083"	"Feb"	"2"	59.89
	"Richland Parish, LA"	"22083"	"Mar"	"3"	67.86
	"Richland Parish, LA"	"22083"	"Apr"	"4"	76.03
	"Richland Parish, LA"	"22083"	"May"	"5"	83.72
	"Richland Parish, LA"	"22083"	"Jun"	"6"	89.71
	"Richland Parish, LA"	"22083"	"Jul"	"7"	92.39
	"Richland Parish, LA"	"22083"	"Aug"	"8"	93.06
	"Richland Parish, LA"	"22083"	"Sep"	"9"	88.26
	"Richland Parish, LA"	"22083"	"Oct"	"10"	78.96
	"Richland Parish, LA"	"22083"	"Nov"	"11"	67.90
	"Richland Parish, LA"	"22083"	"Dec"	"12"	58.06
"Total"	"Richland Parish, LA"	"22083"			76.03
	"Sabine Parish, LA"	"22085"	"Jan"	"1"	58.36
	"Sabine Parish, LA"	"22085"	"Feb"	"2"	62.30
	"Sabine Parish, LA"	"22085"	"Mar"	"3"	70.00
	"Sabine Parish, LA"	"22085"	"Apr"	"4"	77.43
	"Sabine Parish, LA"	"22085"	"May"	"5"	83.70
	"Sabine Parish, LA"	"22085"	"Jun"	"6"	88.70
	"Sabine Parish, LA"	"22085"	"Jul"	"7"	91.64
	"Sabine Parish, LA"	"22085"	"Aug"	"8"	92.13
	"Sabine Parish, LA"	"22085"	"Sep"	"9"	87.46
	"Sabine Parish, LA"	"22085"	"Oct"	"10"	79.72
	"Sabine Parish, LA"	"22085"	"Nov"	"11"	69.38
	"Sabine Parish, LA"	"22085"	"Dec"	"12"	60.40
"Total"	"Sabine Parish, LA"	"22085"			76.83
	"St. Bernard Parish, LA"	"22087"	"Jan"	"1"	61.91
	"St. Bernard Parish, LA"	"22087"	"Feb"	"2"	63.90
	"St. Bernard Parish, LA"	"22087"	"Mar"	"3"	68.50
	"St. Bernard Parish, LA"	"22087"	"Apr"	"4"	74.27
	"St. Bernard Parish, LA"	"22087"	"May"	"5"	80.64
	"St. Bernard Parish, LA"	"22087"	"Jun"	"6"	85.57
	"St. Bernard Parish, LA"	"22087"	"Jul"	"7"	87.50
	"St. Bernard Parish, LA"	"22087"	"Aug"	"8"	87.37
	"St. Bernard Parish, LA"	"22087"	"Sep"	"9"	84.32
	"St. Bernard Parish, LA"	"22087"	"Oct"	"10"	77.83
	"St. Bernard Parish, LA"	"22087"	"Nov"	"11"	70.64
	"St. Bernard Parish, LA"	"22087"	"Dec"	"12"	64.36
"Total"	"St. Bernard Parish, LA"	"22087"			75.62
	"St. Charles Parish, LA"	"22089"	"Jan"	"1"	62.87
	"St. Charles Parish, LA"	"22089"	"Feb"	"2"	66.04
	"St. Charles Parish, LA"	"22089"	"Mar"	"3"	71.97
	"St. Charles Parish, LA"	"22089"	"Apr"	"4"	78.17
	"St. Charles Parish, LA"	"22089"	"May"	"5"	84.21
	"St. Charles Parish, LA"	"22089"	"Jun"	"6"	88.17
	"St. Charles Parish, LA"	"22089"	"Jul"	"7"	89.55
	"St. Charles Parish, LA"	"22089"	"Aug"	"8"	89.37
	"St. Charles Parish, LA"	"22089"	"Sep"	"9"	86.19
	"St. Charles Parish, LA"	"22089"	"Oct"	"10"	79.92
	"St. Charles Parish, LA"	"22089"	"Nov"	"11"	72.19
	"St. Charles Parish, LA"	"22089"	"Dec"	"12"	65.20
"Total"	"St. Charles Parish, LA"	"22089"			77.87
	"St. Helena Parish, LA"	"22091"	"Jan"	"1"	59.53
	"St. Helena Parish, LA"	"22091"	"Feb"	"2"	63.25
	"St. Helena Parish, LA"	"22091"	"Mar"	"3"	70.34
	"St. Helena Parish, LA"	"22091"	"Apr"	"4"	77.00
	"St. Helena Parish, LA"	"22091"	"May"	"5"	83.32
	"St. Helena Parish, LA"	"22091"	"Jun"	"6"	87.86
	"St. Helena Parish, LA"	"22091"	"Jul"	"7"	89.67
	"St. Helena Parish, LA"	"22091"	"Aug"	"8"	89.81
	"St. Helena Parish, LA"	"22091"	"Sep"	"9"	86.02
	"St. Helena Parish, LA"	"22091"	"Oct"	"10"	79.00
	"St. Helena Parish, LA"	"22091"	"Nov"	"11"	69.93
	"St. Helena Parish, LA"	"22091"	"Dec"	"12"	61.97
"Total"	"St. Helena Parish, LA"	"22091"			76.53
	"St. James Parish, LA"	"22093"	"Jan"	"1"	62.21
	"St. James Parish, LA"	"22093"	"Feb"	"2"	65.61
	"St. James Parish, LA"	"22093"	"Mar"	"3"	71.91
	"St. James Parish, LA"	"22093"	"Apr"	"4"	78.00
	"St. James Parish, LA"	"22093"	"May"	"5"	84.33
	"St. James Parish, LA"	"22093"	"Jun"	"6"	88.30
	"St. James Parish, LA"	"22093"	"Jul"	"7"	89.62
	"St. James Parish, LA"	"22093"	"Aug"	"8"	89.68
	"St. James Parish, LA"	"22093"	"Sep"	"9"	86.32
	"St. James Parish, LA"	"22093"	"Oct"	"10"	79.80
	"St. James Parish, LA"	"22093"	"Nov"	"11"	71.81
	"St. James Parish, LA"	"22093"	"Dec"	"12"	64.53
"Total"	"St. James Parish, LA"	"22093"			77.73
	"St. John the Baptist Parish, LA"	"22095"	"Jan"	"1"	62.10
	"St. John the Baptist Parish, LA"	"22095"	"Feb"	"2"	65.49
	"St. John the Baptist Parish, LA"	"22095"	"Mar"	"3"	71.82
	"St. John the Baptist Parish, LA"	"22095"	"Apr"	"4"	78.12
	"St. John the Baptist Parish, LA"	"22095"	"May"	"5"	84.26
	"St. John the Baptist Parish, LA"	"22095"	"Jun"	"6"	88.25
	"St. John the Baptist Parish, LA"	"22095"	"Jul"	"7"	89.75
	"St. John the Baptist Parish, LA"	"22095"	"Aug"	"8"	89.70
	"St. John the Baptist Parish, LA"	"22095"	"Sep"	"9"	86.32
	"St. John the Baptist Parish, LA"	"22095"	"Oct"	"10"	79.87
	"St. John the Baptist Parish, LA"	"22095"	"Nov"	"11"	71.79
	"St. John the Baptist Parish, LA"	"22095"	"Dec"	"12"	64.48
"Total"	"St. John the Baptist Parish, LA"	"22095"			77.72
	"St. Landry Parish, LA"	"22097"	"Jan"	"1"	59.94
	"St. Landry Parish, LA"	"22097"	"Feb"	"2"	63.62
	"St. Landry Parish, LA"	"22097"	"Mar"	"3"	70.87
	"St. Landry Parish, LA"	"22097"	"Apr"	"4"	77.84
	"St. Landry Parish, LA"	"22097"	"May"	"5"	84.63
	"St. Landry Parish, LA"	"22097"	"Jun"	"6"	88.75
	"St. Landry Parish, LA"	"22097"	"Jul"	"7"	90.24
	"St. Landry Parish, LA"	"22097"	"Aug"	"8"	90.56
	"St. Landry Parish, LA"	"22097"	"Sep"	"9"	86.98
	"St. Landry Parish, LA"	"22097"	"Oct"	"10"	79.81
	"St. Landry Parish, LA"	"22097"	"Nov"	"11"	70.67
	"St. Landry Parish, LA"	"22097"	"Dec"	"12"	62.40
"Total"	"St. Landry Parish, LA"	"22097"			77.25
	"St. Martin Parish, LA"	"22099"	"Jan"	"1"	61.44
	"St. Martin Parish, LA"	"22099"	"Feb"	"2"	64.79
	"St. Martin Parish, LA"	"22099"	"Mar"	"3"	71.41
	"St. Martin Parish, LA"	"22099"	"Apr"	"4"	77.89
	"St. Martin Parish, LA"	"22099"	"May"	"5"	84.27
	"St. Martin Parish, LA"	"22099"	"Jun"	"6"	88.17
	"St. Martin Parish, LA"	"22099"	"Jul"	"7"	89.52
	"St. Martin Parish, LA"	"22099"	"Aug"	"8"	89.70
	"St. Martin Parish, LA"	"22099"	"Sep"	"9"	86.39
	"St. Martin Parish, LA"	"22099"	"Oct"	"10"	79.64
	"St. Martin Parish, LA"	"22099"	"Nov"	"11"	71.24
	"St. Martin Parish, LA"	"22099"	"Dec"	"12"	63.74
"Total"	"St. Martin Parish, LA"	"22099"			77.41
	"St. Mary Parish, LA"	"22101"	"Jan"	"1"	62.20
	"St. Mary Parish, LA"	"22101"	"Feb"	"2"	65.08
	"St. Mary Parish, LA"	"22101"	"Mar"	"3"	70.86
	"St. Mary Parish, LA"	"22101"	"Apr"	"4"	76.93
	"St. Mary Parish, LA"	"22101"	"May"	"5"	83.33
	"St. Mary Parish, LA"	"22101"	"Jun"	"6"	87.38
	"St. Mary Parish, LA"	"22101"	"Jul"	"7"	88.73
	"St. Mary Parish, LA"	"22101"	"Aug"	"8"	88.87
	"St. Mary Parish, LA"	"22101"	"Sep"	"9"	85.77
	"St. Mary Parish, LA"	"22101"	"Oct"	"10"	79.16
	"St. Mary Parish, LA"	"22101"	"Nov"	"11"	71.35
	"St. Mary Parish, LA"	"22101"	"Dec"	"12"	64.40
"Total"	"St. Mary Parish, LA"	"22101"			77.06
	"St. Tammany Parish, LA"	"22103"	"Jan"	"1"	61.04
	"St. Tammany Parish, LA"	"22103"	"Feb"	"2"	64.54
	"St. Tammany Parish, LA"	"22103"	"Mar"	"3"	70.87
	"St. Tammany Parish, LA"	"22103"	"Apr"	"4"	77.25
	"St. Tammany Parish, LA"	"22103"	"May"	"5"	83.47
	"St. Tammany Parish, LA"	"22103"	"Jun"	"6"	88.03
	"St. Tammany Parish, LA"	"22103"	"Jul"	"7"	89.79
	"St. Tammany Parish, LA"	"22103"	"Aug"	"8"	89.81
	"St. Tammany Parish, LA"	"22103"	"Sep"	"9"	86.14
	"St. Tammany Parish, LA"	"22103"	"Oct"	"10"	79.27
	"St. Tammany Parish, LA"	"22103"	"Nov"	"11"	70.78
	"St. Tammany Parish, LA"	"22103"	"Dec"	"12"	63.42
"Total"	"St. Tammany Parish, LA"	"22103"			77.09
	"Tangipahoa Parish, LA"	"22105"	"Jan"	"1"	60.53
	"Tangipahoa Parish, LA"	"22105"	"Feb"	"2"	64.13
	"Tangipahoa Parish, LA"	"22105"	"Mar"	"3"	70.90
	"Tangipahoa Parish, LA"	"22105"	"Apr"	"4"	77.43
	"Tangipahoa Parish, LA"	"22105"	"May"	"5"	83.73
	"Tangipahoa Parish, LA"	"22105"	"Jun"	"6"	88.12
	"Tangipahoa Parish, LA"	"22105"	"Jul"	"7"	89.84
	"Tangipahoa Parish, LA"	"22105"	"Aug"	"8"	89.87
	"Tangipahoa Parish, LA"	"22105"	"Sep"	"9"	86.19
	"Tangipahoa Parish, LA"	"22105"	"Oct"	"10"	79.34
	"Tangipahoa Parish, LA"	"22105"	"Nov"	"11"	70.64
	"Tangipahoa Parish, LA"	"22105"	"Dec"	"12"	62.96
"Total"	"Tangipahoa Parish, LA"	"22105"			77.03
	"Tensas Parish, LA"	"22107"	"Jan"	"1"	56.80
	"Tensas Parish, LA"	"22107"	"Feb"	"2"	60.93
	"Tensas Parish, LA"	"22107"	"Mar"	"3"	68.85
	"Tensas Parish, LA"	"22107"	"Apr"	"4"	76.46
	"Tensas Parish, LA"	"22107"	"May"	"5"	84.00
	"Tensas Parish, LA"	"22107"	"Jun"	"6"	89.71
	"Tensas Parish, LA"	"22107"	"Jul"	"7"	91.94
	"Tensas Parish, LA"	"22107"	"Aug"	"8"	92.81
	"Tensas Parish, LA"	"22107"	"Sep"	"9"	88.48
	"Tensas Parish, LA"	"22107"	"Oct"	"10"	79.57
	"Tensas Parish, LA"	"22107"	"Nov"	"11"	68.98
	"Tensas Parish, LA"	"22107"	"Dec"	"12"	59.36
"Total"	"Tensas Parish, LA"	"22107"			76.56
	"Terrebonne Parish, LA"	"22109"	"Jan"	"1"	63.03
	"Terrebonne Parish, LA"	"22109"	"Feb"	"2"	65.63
	"Terrebonne Parish, LA"	"22109"	"Mar"	"3"	70.90
	"Terrebonne Parish, LA"	"22109"	"Apr"	"4"	76.73
	"Terrebonne Parish, LA"	"22109"	"May"	"5"	82.78
	"Terrebonne Parish, LA"	"22109"	"Jun"	"6"	86.90
	"Terrebonne Parish, LA"	"22109"	"Jul"	"7"	88.33
	"Terrebonne Parish, LA"	"22109"	"Aug"	"8"	88.46
	"Terrebonne Parish, LA"	"22109"	"Sep"	"9"	85.50
	"Terrebonne Parish, LA"	"22109"	"Oct"	"10"	79.27
	"Terrebonne Parish, LA"	"22109"	"Nov"	"11"	71.92
	"Terrebonne Parish, LA"	"22109"	"Dec"	"12"	65.33
"Total"	"Terrebonne Parish, LA"	"22109"			77.12
	"Union Parish, LA"	"22111"	"Jan"	"1"	55.04
	"Union Parish, LA"	"22111"	"Feb"	"2"	59.32
	"Union Parish, LA"	"22111"	"Mar"	"3"	67.61
	"Union Parish, LA"	"22111"	"Apr"	"4"	75.65
	"Union Parish, LA"	"22111"	"May"	"5"	82.60
	"Union Parish, LA"	"22111"	"Jun"	"6"	88.78
	"Union Parish, LA"	"22111"	"Jul"	"7"	92.14
	"Union Parish, LA"	"22111"	"Aug"	"8"	92.70
	"Union Parish, LA"	"22111"	"Sep"	"9"	87.22
	"Union Parish, LA"	"22111"	"Oct"	"10"	78.14
	"Union Parish, LA"	"22111"	"Nov"	"11"	67.28
	"Union Parish, LA"	"22111"	"Dec"	"12"	57.50
"Total"	"Union Parish, LA"	"22111"			75.41
	"Vermilion Parish, LA"	"22113"	"Jan"	"1"	61.16
	"Vermilion Parish, LA"	"22113"	"Feb"	"2"	63.98
	"Vermilion Parish, LA"	"22113"	"Mar"	"3"	70.19
	"Vermilion Parish, LA"	"22113"	"Apr"	"4"	76.77
	"Vermilion Parish, LA"	"22113"	"May"	"5"	83.31
	"Vermilion Parish, LA"	"22113"	"Jun"	"6"	87.26
	"Vermilion Parish, LA"	"22113"	"Jul"	"7"	88.82
	"Vermilion Parish, LA"	"22113"	"Aug"	"8"	89.21
	"Vermilion Parish, LA"	"22113"	"Sep"	"9"	85.94
	"Vermilion Parish, LA"	"22113"	"Oct"	"10"	79.00
	"Vermilion Parish, LA"	"22113"	"Nov"	"11"	70.75
	"Vermilion Parish, LA"	"22113"	"Dec"	"12"	63.52
"Total"	"Vermilion Parish, LA"	"22113"			76.72
	"Vernon Parish, LA"	"22115"	"Jan"	"1"	58.66
	"Vernon Parish, LA"	"22115"	"Feb"	"2"	62.46
	"Vernon Parish, LA"	"22115"	"Mar"	"3"	69.98
	"Vernon Parish, LA"	"22115"	"Apr"	"4"	77.19
	"Vernon Parish, LA"	"22115"	"May"	"5"	83.69
	"Vernon Parish, LA"	"22115"	"Jun"	"6"	88.23
	"Vernon Parish, LA"	"22115"	"Jul"	"7"	90.76
	"Vernon Parish, LA"	"22115"	"Aug"	"8"	91.16
	"Vernon Parish, LA"	"22115"	"Sep"	"9"	86.81
	"Vernon Parish, LA"	"22115"	"Oct"	"10"	79.24
	"Vernon Parish, LA"	"22115"	"Nov"	"11"	69.41
	"Vernon Parish, LA"	"22115"	"Dec"	"12"	60.73
"Total"	"Vernon Parish, LA"	"22115"			76.59
	"Washington Parish, LA"	"22117"	"Jan"	"1"	59.50
	"Washington Parish, LA"	"22117"	"Feb"	"2"	63.24
	"Washington Parish, LA"	"22117"	"Mar"	"3"	70.17
	"Washington Parish, LA"	"22117"	"Apr"	"4"	76.70
	"Washington Parish, LA"	"22117"	"May"	"5"	83.17
	"Washington Parish, LA"	"22117"	"Jun"	"6"	87.78
	"Washington Parish, LA"	"22117"	"Jul"	"7"	89.59
	"Washington Parish, LA"	"22117"	"Aug"	"8"	89.72
	"Washington Parish, LA"	"22117"	"Sep"	"9"	85.74
	"Washington Parish, LA"	"22117"	"Oct"	"10"	78.64
	"Washington Parish, LA"	"22117"	"Nov"	"11"	69.68
	"Washington Parish, LA"	"22117"	"Dec"	"12"	61.92
"Total"	"Washington Parish, LA"	"22117"			76.38
	"Webster Parish, LA"	"22119"	"Jan"	"1"	55.82
	"Webster Parish, LA"	"22119"	"Feb"	"2"	60.06
	"Webster Parish, LA"	"22119"	"Mar"	"3"	68.32
	"Webster Parish, LA"	"22119"	"Apr"	"4"	76.40
	"Webster Parish, LA"	"22119"	"May"	"5"	82.85
	"Webster Parish, LA"	"22119"	"Jun"	"6"	88.87
	"Webster Parish, LA"	"22119"	"Jul"	"7"	92.40
	"Webster Parish, LA"	"22119"	"Aug"	"8"	93.00
	"Webster Parish, LA"	"22119"	"Sep"	"9"	87.47
	"Webster Parish, LA"	"22119"	"Oct"	"10"	78.82
	"Webster Parish, LA"	"22119"	"Nov"	"11"	67.82
	"Webster Parish, LA"	"22119"	"Dec"	"12"	58.07
"Total"	"Webster Parish, LA"	"22119"			75.90
	"West Baton Rouge Parish, LA"	"22121"	"Jan"	"1"	60.57
	"West Baton Rouge Parish, LA"	"22121"	"Feb"	"2"	64.24
	"West Baton Rouge Parish, LA"	"22121"	"Mar"	"3"	71.49
	"West Baton Rouge Parish, LA"	"22121"	"Apr"	"4"	78.25
	"West Baton Rouge Parish, LA"	"22121"	"May"	"5"	84.41
	"West Baton Rouge Parish, LA"	"22121"	"Jun"	"6"	88.63
	"West Baton Rouge Parish, LA"	"22121"	"Jul"	"7"	90.19
	"West Baton Rouge Parish, LA"	"22121"	"Aug"	"8"	90.40
	"West Baton Rouge Parish, LA"	"22121"	"Sep"	"9"	86.92
	"West Baton Rouge Parish, LA"	"22121"	"Oct"	"10"	80.11
	"West Baton Rouge Parish, LA"	"22121"	"Nov"	"11"	71.10
	"West Baton Rouge Parish, LA"	"22121"	"Dec"	"12"	63.02
"Total"	"West Baton Rouge Parish, LA"	"22121"			77.50
	"West Carroll Parish, LA"	"22123"	"Jan"	"1"	54.18
	"West Carroll Parish, LA"	"22123"	"Feb"	"2"	58.49
	"West Carroll Parish, LA"	"22123"	"Mar"	"3"	66.67
	"West Carroll Parish, LA"	"22123"	"Apr"	"4"	75.29
	"West Carroll Parish, LA"	"22123"	"May"	"5"	83.28
	"West Carroll Parish, LA"	"22123"	"Jun"	"6"	89.44
	"West Carroll Parish, LA"	"22123"	"Jul"	"7"	92.06
	"West Carroll Parish, LA"	"22123"	"Aug"	"8"	92.77
	"West Carroll Parish, LA"	"22123"	"Sep"	"9"	87.94
	"West Carroll Parish, LA"	"22123"	"Oct"	"10"	78.23
	"West Carroll Parish, LA"	"22123"	"Nov"	"11"	66.81
	"West Carroll Parish, LA"	"22123"	"Dec"	"12"	56.81
"Total"	"West Carroll Parish, LA"	"22123"			75.24
	"West Feliciana Parish, LA"	"22125"	"Jan"	"1"	59.34
	"West Feliciana Parish, LA"	"22125"	"Feb"	"2"	63.11
	"West Feliciana Parish, LA"	"22125"	"Mar"	"3"	70.51
	"West Feliciana Parish, LA"	"22125"	"Apr"	"4"	77.41
	"West Feliciana Parish, LA"	"22125"	"May"	"5"	83.99
	"West Feliciana Parish, LA"	"22125"	"Jun"	"6"	88.66
	"West Feliciana Parish, LA"	"22125"	"Jul"	"7"	90.34
	"West Feliciana Parish, LA"	"22125"	"Aug"	"8"	90.71
	"West Feliciana Parish, LA"	"22125"	"Sep"	"9"	86.92
	"West Feliciana Parish, LA"	"22125"	"Oct"	"10"	79.80
	"West Feliciana Parish, LA"	"22125"	"Nov"	"11"	70.33
	"West Feliciana Parish, LA"	"22125"	"Dec"	"12"	61.83
"Total"	"West Feliciana Parish, LA"	"22125"			76.97
	"Winn Parish, LA"	"22127"	"Jan"	"1"	57.41
	"Winn Parish, LA"	"22127"	"Feb"	"2"	61.51
	"Winn Parish, LA"	"22127"	"Mar"	"3"	69.39
	"Winn Parish, LA"	"22127"	"Apr"	"4"	77.06
	"Winn Parish, LA"	"22127"	"May"	"5"	83.58
	"Winn Parish, LA"	"22127"	"Jun"	"6"	88.95
	"Winn Parish, LA"	"22127"	"Jul"	"7"	91.72
	"Winn Parish, LA"	"22127"	"Aug"	"8"	92.31
	"Winn Parish, LA"	"22127"	"Sep"	"9"	87.55
	"Winn Parish, LA"	"22127"	"Oct"	"10"	79.44
	"Winn Parish, LA"	"22127"	"Nov"	"11"	68.98
	"Winn Parish, LA"	"22127"	"Dec"	"12"	59.65
"Total"	"Winn Parish, LA"	"22127"			76.53
	"Androscoggin County, ME"	"23001"	"Jan"	"1"	26.53
	"Androscoggin County, ME"	"23001"	"Feb"	"2"	28.77
	"Androscoggin County, ME"	"23001"	"Mar"	"3"	37.06
	"Androscoggin County, ME"	"23001"	"Apr"	"4"	50.55
	"Androscoggin County, ME"	"23001"	"May"	"5"	61.77
	"Androscoggin County, ME"	"23001"	"Jun"	"6"	70.43
	"Androscoggin County, ME"	"23001"	"Jul"	"7"	75.75
	"Androscoggin County, ME"	"23001"	"Aug"	"8"	74.87
	"Androscoggin County, ME"	"23001"	"Sep"	"9"	67.70
	"Androscoggin County, ME"	"23001"	"Oct"	"10"	55.22
	"Androscoggin County, ME"	"23001"	"Nov"	"11"	44.06
	"Androscoggin County, ME"	"23001"	"Dec"	"12"	32.31
"Total"	"Androscoggin County, ME"	"23001"			52.20
	"Aroostook County, ME"	"23003"	"Jan"	"1"	18.50
	"Aroostook County, ME"	"23003"	"Feb"	"2"	21.48
	"Aroostook County, ME"	"23003"	"Mar"	"3"	30.09
	"Aroostook County, ME"	"23003"	"Apr"	"4"	45.34
	"Aroostook County, ME"	"23003"	"May"	"5"	59.23
	"Aroostook County, ME"	"23003"	"Jun"	"6"	67.97
	"Aroostook County, ME"	"23003"	"Jul"	"7"	73.15
	"Aroostook County, ME"	"23003"	"Aug"	"8"	71.59
	"Aroostook County, ME"	"23003"	"Sep"	"9"	63.58
	"Aroostook County, ME"	"23003"	"Oct"	"10"	50.79
	"Aroostook County, ME"	"23003"	"Nov"	"11"	37.68
	"Aroostook County, ME"	"23003"	"Dec"	"12"	24.90
"Total"	"Aroostook County, ME"	"23003"			47.14
	"Cumberland County, ME"	"23005"	"Jan"	"1"	28.30
	"Cumberland County, ME"	"23005"	"Feb"	"2"	30.06
	"Cumberland County, ME"	"23005"	"Mar"	"3"	37.70
	"Cumberland County, ME"	"23005"	"Apr"	"4"	49.54
	"Cumberland County, ME"	"23005"	"May"	"5"	59.98
	"Cumberland County, ME"	"23005"	"Jun"	"6"	68.67
	"Cumberland County, ME"	"23005"	"Jul"	"7"	74.21
	"Cumberland County, ME"	"23005"	"Aug"	"8"	73.81
	"Cumberland County, ME"	"23005"	"Sep"	"9"	67.14
	"Cumberland County, ME"	"23005"	"Oct"	"10"	55.23
	"Cumberland County, ME"	"23005"	"Nov"	"11"	44.86
	"Cumberland County, ME"	"23005"	"Dec"	"12"	33.98
"Total"	"Cumberland County, ME"	"23005"			52.06
	"Franklin County, ME"	"23007"	"Jan"	"1"	20.82
	"Franklin County, ME"	"23007"	"Feb"	"2"	23.13
	"Franklin County, ME"	"23007"	"Mar"	"3"	31.61
	"Franklin County, ME"	"23007"	"Apr"	"4"	45.74
	"Franklin County, ME"	"23007"	"May"	"5"	57.68
	"Franklin County, ME"	"23007"	"Jun"	"6"	66.18
	"Franklin County, ME"	"23007"	"Jul"	"7"	71.17
	"Franklin County, ME"	"23007"	"Aug"	"8"	69.77
	"Franklin County, ME"	"23007"	"Sep"	"9"	62.57
	"Franklin County, ME"	"23007"	"Oct"	"10"	50.12
	"Franklin County, ME"	"23007"	"Nov"	"11"	38.78
	"Franklin County, ME"	"23007"	"Dec"	"12"	26.73
"Total"	"Franklin County, ME"	"23007"			47.14
	"Hancock County, ME"	"23009"	"Jan"	"1"	26.44
	"Hancock County, ME"	"23009"	"Feb"	"2"	28.42
	"Hancock County, ME"	"23009"	"Mar"	"3"	36.70
	"Hancock County, ME"	"23009"	"Apr"	"4"	49.57
	"Hancock County, ME"	"23009"	"May"	"5"	60.27
	"Hancock County, ME"	"23009"	"Jun"	"6"	68.94
	"Hancock County, ME"	"23009"	"Jul"	"7"	74.56
	"Hancock County, ME"	"23009"	"Aug"	"8"	73.72
	"Hancock County, ME"	"23009"	"Sep"	"9"	66.47
	"Hancock County, ME"	"23009"	"Oct"	"10"	54.92
	"Hancock County, ME"	"23009"	"Nov"	"11"	44.05
	"Hancock County, ME"	"23009"	"Dec"	"12"	32.40
"Total"	"Hancock County, ME"	"23009"			51.48
	"Kennebec County, ME"	"23011"	"Jan"	"1"	26.04
	"Kennebec County, ME"	"23011"	"Feb"	"2"	28.38
	"Kennebec County, ME"	"23011"	"Mar"	"3"	37.00
	"Kennebec County, ME"	"23011"	"Apr"	"4"	50.41
	"Kennebec County, ME"	"23011"	"May"	"5"	61.53
	"Kennebec County, ME"	"23011"	"Jun"	"6"	70.14
	"Kennebec County, ME"	"23011"	"Jul"	"7"	75.69
	"Kennebec County, ME"	"23011"	"Aug"	"8"	74.99
	"Kennebec County, ME"	"23011"	"Sep"	"9"	67.78
	"Kennebec County, ME"	"23011"	"Oct"	"10"	55.20
	"Kennebec County, ME"	"23011"	"Nov"	"11"	43.96
	"Kennebec County, ME"	"23011"	"Dec"	"12"	31.95
"Total"	"Kennebec County, ME"	"23011"			52.03
